HTS Code,Material,Classification,Chapter,Chapter Description,Declaration Required,Notes
7307.93.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.93.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.99.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.99.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7307.99.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.10.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.20.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.30.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.30.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.40.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.90.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.90.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.90.70,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7308.90.95,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7309.00.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7310.10.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7310.21.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7310.29.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7311.00.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.05,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.70,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.80,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.10.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7312.90.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7313.00.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.12.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.12.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.12.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.12.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.12.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.14.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.14.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.14.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.14.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.14.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.19.01,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.20.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.31.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.31.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.39.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.41.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.42.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.49.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.49.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7314.50.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.11.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.12.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.19.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.20.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.20.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.81.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.82.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.82.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.82.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.82.70,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.89.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.89.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.89.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7315.90.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7316.00.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.55,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5501,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5502,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5503,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5505,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5507,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5508,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5511,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5518,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5519,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5520,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5530,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5540,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5550,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5560,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5570,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5580,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.5590,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.65,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.6530,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.6560,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7317.00.75,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.11.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.12.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.13.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.14.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.14.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.15.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.15.40,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.15.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.15.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.15.80,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.16.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.19.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.21.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.22.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.23.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.24.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7318.29.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7319.40.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7319.40.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7319.40.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7319.90.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7319.90.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7320.10.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
7320.10.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
7320.10.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
7320.20.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,"Section 232 Steel Tariff - Subject to 25% or 50% additional duty (MHDV/MHDVP/Buses - Effective Nov 1, 2025)"
7320.20.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7320.90.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7320.90.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.11.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.11.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.11.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.12.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.19.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.81.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.81.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.82.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.82.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.89.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.90.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.90.20,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.90.40,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.90.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7321.90.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7322.19.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7322.90.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.10.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.93.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.94.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.99.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.99.30,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.99.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.99.70,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7323.99.90,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7324.10.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7324.29.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7324.90.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7325.91.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7325.99.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7325.99.50,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.11.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.19.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.20.00,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.90.10,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.90.25,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.90.35,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.90.45,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.90.60,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7326.90.86,Steel,Derivative Steel Article,73,Chapter 73: Articles of Iron or Steel,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
7614.10.10,Steel,Derivative Steel Article (Other Chapters),76,Chapter 76: Aluminum and articles thereof,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8202.39.0040,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8203.40.60,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8205.59.55,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8205.70.00,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8207.20.0070,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8207.30.6062,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8207.30.6095,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
